datetime,open,high,low,close,volume,candle,bb_upper,bb_middle,bb_lower,returns,stoch_k,stoch_d,short_ema,long_ema,short_vama,long_vama,ticker,anomoly,trading,trend_cnt,dtrend_cnt,profit
2020-11-29 10:00:00,0.03063713965,0.03087313475,0.029607488625,0.030430793399999996,14656841.57881814,-0.00020634625000000295,0.031480340336566735,0.0301445419725,0.028808743608433263,-0.006761191639292341,50.71408674606509,62.79449709568894,0.030464023142200862,0.03020398671475964,0.030522202813736472,0.030184215049178308,TRXUSD,0,SELL,0.0,1.0,0.0
2020-11-29 12:00:00,0.030247085925000004,0.0304813026,0.029934551750000003,0.030154125375,4388008.99512098,-9.296055000000344e-05,0.031436558522643133,0.030198282907499995,0.028960007292356857,-0.009091712508553784,36.24676885806929,51.393351113068086,0.030407659686297925,0.03019914971831429,0.0304978306096761,0.030207847376516897,TRXUSD,0,SELL,0.0,2.0,0.0
2020-11-29 14:00:00,0.030154956200000003,0.030986504899999996,0.029952102100000003,0.030507952450000004,8938719.100552538,0.0003529962500000011,0.0313899491381054,0.03027141686,0.0291528845818946,0.011733952505661227,54.74883020543627,47.23656193652355,0.03042589960802201,0.030229053393291697,0.03056675999968538,0.03023682521156859,TRXUSD,0,BUY,0.0,0.0,0.0
2020-11-29 16:00:00,0.0305117851,0.03093363775,0.030103290749999994,0.030753466575,19879455.005391542,0.0002416814749999982,0.03137967274157593,0.03034507456375,0.02931047638592407,0.008047545157360947,67.58707160455756,52.860890222687715,0.030485470261799832,0.03027975514749493,0.03061516927934155,0.030281879073759888,TRXUSD,0,HOLD,1.0,0.0,0.0
2020-11-29 18:00:00,0.030760002649999993,0.031609405575,0.0305777598,0.031265304199999996,29224168.07748612,0.0005053015500000035,0.03134116025419386,0.030461524377500004,0.029581888500806147,0.01664324975370679,83.98374554485687,68.77321578495024,0.03062728361700671,0.03037490336135589,0.0307565248133041,0.030402996757025604,TRXUSD,0,HOLD,2.0,0.0,0.0
2020-11-29 20:00:00,0.031268747575,0.031601083249999995,0.03083694245,0.03142978345,16141663.36992394,0.00016103587499999988,0.0313833746415579,0.03056511684625,0.029746859050942098,0.005260759625041578,91.63945898276776,81.07009204406074,0.030773214034444996,0.030476612269446555,0.030836660686209067,0.030644754935603726,TRXUSD,0,HOLD,3.0,0.0,0.0
2020-11-29 22:00:00,0.031440662825,0.03149954242499999,0.03085815145,0.03095269015,11856920.12906402,-0.00048797267500000005,0.03140872528154437,0.0306099831775,0.029811241073455636,-0.015179655970553596,68.57580327412394,81.39966926724954,0.03080584996330666,0.030522460437860253,0.030835350607231183,0.030728483445000704,TRXUSD,0,HOLD,0.0,0.0,0.0
2020-11-30 00:00:00,0.0309621507,0.031399263,0.030891998175,0.030939872650000002,4867223.1257173605,-2.2278049999997773e-05,0.03139563277349268,0.030605607431249997,0.029815582089007316,-0.00041409970952066555,66.555409553828,75.59022393690657,0.030830220112060557,0.030562616073090354,0.030842753554754396,0.030688828485394986,TRXUSD,0,SELL,0.0,1.0,0.00042760099799999806
2020-11-30 02:00:00,0.031123823400000004,0.0313125624,0.0300961484,0.030506949000000005,36257712.799854785,-0.0006168743999999983,0.03139389495603118,0.030602844746250003,0.02981179453646882,-0.013992418614560687,44.929954511849516,60.02038911326716,0.030771438834497393,0.03055726597697496,0.030798564097290957,0.03067207027173243,TRXUSD,0,SELL,0.0,2.0,0.00042760099799999806
2020-11-30 04:00:00,0.0305102655,0.03100131755,0.030391163899999997,0.030726980625,25780926.661558513,0.0002167151249999992,0.031397015615163774,0.030604861112500003,0.029812706609836228,0.007212508369814241,55.92100111845303,55.80212172804352,0.030763354993516796,0.03057356285980192,0.030801732861375282,0.030677425616386287,TRXUSD,0,BUY,0.0,0.0,0.00042760099799999806
