datetime,open,high,low,close,volume,candle,bb_upper,bb_middle,bb_lower,returns,stoch_k,stoch_d,short_ema,long_ema,short_vama,long_vama,ticker,trading,trend_cnt,dtrend_cnt,profit
2020-12-06 10:00:00,1.004776,1.0064,1.002539,1.00432,359050.61816,-0.0004559999999997899,1.0059006888470168,1.0047924000000001,1.0036841111529835,-0.0004607960126712385,38.97155361050431,48.18111174420243,1.0046323363341627,1.0046060190602777,1.0049760350392096,1.00486414887816,DAIUSD,SELL,0.0,1.0,0.0
2020-12-06 12:00:00,1.004577,1.005763,1.00335,1.004252,291834.66882,-0.00032500000000013074,1.0059048862527442,1.0047874499999998,1.0036700137472554,-6.770750358464639e-05,37.4835886214413,41.399074221102666,1.0045631616821717,1.0045716760413295,1.0049142658864192,1.0048506874537644,DAIUSD,SELL,0.0,2.0,0.0
2020-12-06 14:00:00,1.004755,1.0059,1.0033,1.005414,202344.00143,0.0006589999999999652,1.005967720485929,1.0048157,1.003663679514071,0.0011570800954343596,62.91028446389462,46.45514223194673,1.0047179009050646,1.0046532445616216,1.0048486622007193,1.004880432359631,DAIUSD,SELL,0.0,0.0,0.0
2020-12-06 16:00:00,1.005312,1.006097,1.004338,1.005373,290441.12041,6.100000000008876e-05,1.006003394762905,1.0048301499999999,1.0036569052370947,-4.077922129586131e-05,62.01312910284521,54.13566739606037,1.004837035876868,1.0047228325593989,1.004745470462395,1.0049092986958457,DAIUSD,SELL,1.0,0.0,0.0
2020-12-06 18:00:00,1.00566,1.005779,1.00375,1.004103,121250.98098,-0.0015570000000000306,1.0060199290089729,1.00481035,1.0036007709910273,-0.001263212757852128,34.223194748356924,53.04886943836558,1.0047035509316227,1.0046629918434349,1.0046568039258212,1.0048964049048041,DAIUSD,SELL,0.0,0.0,0.0
2020-12-06 20:00:00,1.004265,1.005945,1.003396,1.004627,282916.41872,0.00036199999999997345,1.0060000351623848,1.00479145,1.003582864837615,0.0005218588132891444,54.07925407925216,50.10519264348476,1.0046896305431718,1.0046595215996266,1.0046645058619434,1.0048759134923877,DAIUSD,SELL,0.0,0.0,0.0
2020-12-06 22:00:00,1.004607,1.005057,1.003301,1.005057,96239.72948,0.00045000000000006146,1.0060231787908374,1.0048100500000001,1.0035969212091629,0.0004280195535260045,65.21626521626756,51.17290468129221,1.004756432988845,1.0046978003296108,1.004727936989576,1.00488749078386,DAIUSD,SELL,1.0,0.0,0.0
2020-12-07 00:00:00,1.004705,1.00522,1.00393,1.004144,55207.88768,-0.0005610000000000337,1.0060126792006518,1.00476755,1.003522420799348,-0.0009084061898978479,41.56954156953901,53.62168695501958,1.0046450706261871,1.0046445239678288,1.0047585901464782,1.0048704652652338,DAIUSD,SELL,0.0,0.0,0.0
2020-12-07 02:00:00,1.004379,1.005105,1.0033,1.00389,95292.64921,-0.0004889999999999617,1.0059682160688173,1.004695,1.0034217839311825,-0.00025295176787387685,34.99093499093286,47.258913925579805,1.0045077740525008,1.0045720075676454,1.0046784757095917,1.004812229813511,DAIUSD,SELL,0.0,1.0,0.0
2020-12-07 04:00:00,1.00389,1.005867,1.003739,1.004552,104586.76574,0.0006619999999999404,1.0059577600134275,1.00468365,1.0034095399865726,0.0006594347986332849,52.136752136748946,42.89907623240694,1.0045158156612575,1.0045700863369835,1.0046651603867407,1.0048054435306075,DAIUSD,SELL,0.0,0.0,0.0
